index,hot,title,href
1,50亮,统治赛场！2025届热门新秀库珀-弗拉格，你认识他吗？,https://bbs.hupu.com/626963164.html
2,31亮,【模型哥 ｜ 火箭没首轮了？篮网收回选秀权之后火箭未来首轮签情况！】,https://bbs.hupu.com/626959025.html
3,29亮,Windhorst：火箭可能会用申京来交易杜兰特,https://bbs.hupu.com/626966168.html
4,50亮,尼克斯得到布里奇斯后，新阵容实力如何？,https://bbs.hupu.com/626958169.html
5,28亮,Windhorst：杜兰特和火箭之间确实存在联系,https://bbs.hupu.com/626965815.html
6,49亮,船记更新长文:主要写乔治与管理层存在问题（附截图）,https://bbs.hupu.com/626961796.html
7,21亮,无敌是多么寂寞！U18中国女篮力克日本获三连胜 张子宇狂砍44分14板,https://bbs.hupu.com/626966401.html
8,24亮,Windhorst：若火箭选择克林根 那意味着他们愿意交易申京,https://bbs.hupu.com/626967395.html
9,23亮,Windhorst：火箭可能会用申京来交易杜兰特！,https://bbs.hupu.com/626966499.html
10,50亮,Mitty: 是的，我不知道接下来会发生什么，但我有直觉，杰伦格林或者申京有一个将离开。没有来源或任何东西，只是一种直觉。,https://bbs.hupu.com/626960155.html
11,14亮,乔治在ins上关注了勇士队,https://bbs.hupu.com/626967355.html
12,23亮,Scotto：火箭正在继续寻求大升级，将以探花签和未来选秀权来吸引其他球队,https://bbs.hupu.com/626965525.html
13,41亮,现役最具观赏性的控卫！你见过这么炸裂的控卫吗？,https://bbs.hupu.com/626960486.html
14,44亮,《交易评级：篮网B，火箭A》ESPN 资深作家 Kevin Pelton,https://bbs.hupu.com/626960943.html
15,50亮,espn交易评级：篮网A、B，尼克斯B，火箭A,https://bbs.hupu.com/626960167.html
16,16亮,温霍斯特：火箭确实与杜兰特存在联系，他们为了跟太阳达成交易才做的,https://bbs.hupu.com/626965850.html
17,11亮,Kelly Iko：夏洛特黄蜂队有意向上交易获得 3 号选秀权，而马克·威廉姆斯是休斯顿队感兴趣的球员,https://bbs.hupu.com/626967052.html
18,35亮,火箭交易哈登的回报更新：除了塔里伊森，还有6个首轮待兑现！希望有更好回报,https://bbs.hupu.com/626958601.html
19,50亮,质疑和篮网的交易！,https://bbs.hupu.com/626959438.html
20,50亮,11年裁判和媒体人播客中爆料：小牛队的实力没那么强，能夺冠全靠勒布朗,https://bbs.hupu.com/626956176.html
21,11亮,IKO:火箭仍在严肃考虑交易自己的首轮，并目标更多的未来资产。目前有几份报价在桌面上，但火箭想看看选秀倒计时会不会有更加激进的报价,https://bbs.hupu.com/626966979.html
22,13亮,最新消息（申京的半个粉丝）,https://bbs.hupu.com/626966816.html
23,49亮,目前看肯定是亏了，相当与把两个前10签换了两个20以后得签。,https://bbs.hupu.com/626958573.html
24,9亮,根据Draftnet最新更新，马刺选了卡塞尔和科迪威廉姆斯。,https://bbs.hupu.com/626967526.html
25,48亮,不说私通亏盈，但是不得不承认篮网经理真是有点东西,https://bbs.hupu.com/626959851.html
26,13亮,队记这么发消息，应该是要走了，就看签换回来的是谁了。。。,https://bbs.hupu.com/626967037.html
27,23亮,美媒：活塞不愿意给怀斯曼资质报价，昔日勇士榜眼将进入自由市场！,https://bbs.hupu.com/626965133.html
28,6亮,A史密斯：火箭不想要杜兰特而是想要德文布克,https://bbs.hupu.com/626967727.html
29,9亮,鹿区的兄弟看看这个,https://bbs.hupu.com/626967125.html
30,10亮,Woj：火箭正在密切关注德文布克能否被交易！,https://bbs.hupu.com/626967204.html
31,4亮,顶着巨大压力的三步上篮，这基本功什么水平？,https://bbs.hupu.com/626966385.html
32,7亮,Woj：火箭正在密切关注德文布克能否被交易。 ​​​,https://bbs.hupu.com/626967049.html
33,11亮,"Iko：黄蜂想向上交易探花签, 火箭可能有意该队中锋威廉姆斯！",https://bbs.hupu.com/626967244.html
34,13亮,文班和张子宇谁青年队统治力强？面对日本44+14+5~22中20~效率值59,https://bbs.hupu.com/626965679.html
35,7亮,明天选秀大会了 刚才看新闻有可能选米西我是真不推荐 能跑能跳下盘飘顶不了大中锋是不是似曾相识当然海思已经定型米西也许上限能变成克拉克斯顿 但也搭配不了浓眉啊 真不如选艾迪威尔霍姆斯博纳都比他上限高,https://bbs.hupu.com/626967323.html
36,11亮,Windhorst：若火箭选择克林根 那意味着他们愿意交易申京,https://bbs.hupu.com/626967185.html
37,7亮,火箭3号签换黄蜂6号签+马威咋样？,https://bbs.hupu.com/626967425.html
38,12亮,活塞放弃怀斯曼，怀斯曼成为不受限制自由球员,https://bbs.hupu.com/626965714.html
39,12亮,乔治还没续约队记就敢炮轰了，真不怕乔治少拿点钱直接裸走,https://bbs.hupu.com/626966396.html
40,18亮,明天就要加盟火箭了，激动又开森!,https://bbs.hupu.com/626965074.html
41,9亮,张子宇44分14板5助！U18亚洲杯中国女篮力克日本锁定小组头名,https://bbs.hupu.com/626965747.html
42,11亮,火网这笔交易再次显示，斯通是个很有格局的总经理,https://bbs.hupu.com/626967020.html
43,9亮,乔治如果去勇士，换来保罗和维金斯和两首轮，能不能接受？,https://bbs.hupu.com/626966707.html
44,10亮,怀斯曼能不能撸回来,https://bbs.hupu.com/626967805.html
45,8亮,马刺退他的球衣呵呵,https://bbs.hupu.com/626967143.html
46,10亮,我感觉小破湖会有交易,https://bbs.hupu.com/626966461.html
47,12亮,篮网大清仓,https://bbs.hupu.com/626965775.html
48,10亮,如果是杜兰特来。那么伊森小贾可以出一个,https://bbs.hupu.com/626967284.html
49,4亮,选乔治不如选老鹰穆雷,https://bbs.hupu.com/626967504.html
50,23亮,和篮网这个交易，第一反应反正是亏。,https://bbs.hupu.com/626964841.html
51,20亮,斯通的交易情理上可以，但不够精明,https://bbs.hupu.com/626964369.html
52,6亮,随着脸皮越撕越大，很多东西很明白了··原来我们看不懂的操作也有了解释。,https://bbs.hupu.com/626967498.html
53,11亮,解放切特？还是解放杰伦？四号位的两个交易思路（选秀日预热）,https://bbs.hupu.com/626965704.html
54,50亮,内部激烈博弈？！火箭记者JT Gatlin：据我所知，火箭技术分析派维图斯喜欢谢波德，乌度卡喜欢克林根或卡斯尔，斯通的排名中谢波德可能比较低。但我个人希望选谢波德,https://bbs.hupu.com/626954973.html
55,7亮,勇士正在积极交易保罗和维金斯，且乐于为库里寻找新的球星搭档。,https://bbs.hupu.com/626967818.html
56,8亮,（转）五换一！BR湖人交易提案,https://bbs.hupu.com/626966562.html
57,6亮,这里的球迷都把自己当老板了，什么亏了未来啥的，没有库里，谁管他勇士未来………,https://bbs.hupu.com/626966845.html
58,8亮,跨区问一下 为什么刺蜜都那么恨伦纳德,https://bbs.hupu.com/626967982.html
59,3亮,【流言板】TA最终选秀预测，公牛和湖人选秀权交易,https://bbs.hupu.com/626967497.html
60,6亮,有一说一，六换一布里奇斯真的有点亏,https://bbs.hupu.com/626967778.html
